CIRCLES,CRCLS
CLEARFIELD,CLRFLD
CLIFF,CLF
CLIFFS,CLFS
CLINIC,CLIN
CLINIC,CLINI
CLINIC,CLNC
CLUB,CLB
CLUBHOUSE,CLBHS
COLLEGE,CLGE
COLLEGE,COLG
COLLEGE,COLLEG
COMMERCE,CMMRC
COMMERCE,COMMERC
COMMERCE,COMMRCE
COMMON,CMN
COMMONS,CMNS
COMMONWEALTH,CMNWLTH
COMMONWEALTH,COMMONWLTH
COMMUNITY,CMMNTY
COMMUNITY,CMNTY
COMMUNITY,CMTY
COMMUNITY,COMM
COMMUNITY,COMNTY
COMPUTER,CMPTR
COMPUTER,COMPTR
COMPUTER,COMPU
CONCOURSE,CONCRS
CONDOMINIUM,COND
CONDOMINIUM,CONDO
CONDOMINIUMS,CONDOS
CONFERENCE,CNFRNC
CONFERENCE,CONFRENCE
CONSERVATION,CNSRVTN
CONSERVATION,CNSVTN
CONSERVATION,CONSER
CONSERVATION,CONSERV
CONSERVATORY,CONSRVTRY
CONSHOHOCKEN,CNSHO
CONTINENTAL,CNTNTL
CONTINENTAL,CONTINENTL
CONTINENTAL,CONTNENTA
CONTINENTAL,CONTNTL
CONVENTION,CNVNTN
CORNER,CNR
CORNER,COR
CORNER,CORNR
CORNER,CRN
CORNER,CRNR
CORNER OF,CORN OF
CORNERS,CNRS
CORNERS,CORS
CORNERS,CRNRS
CORNERS,CRNS
COTTMAN,CTMN
COUNTRY,CNTRY
COUNTRY,CTRY
COUNTY,CNTY
COUNTY,COUTNY
COUNTY,CTNY
COUNTY,CTY
COURSE,CRSE
COURT,CRT
COURTS,CTS
COVE,CV
COVES,CVS
CREEK,CK
CREEK,CRK
CRESCENT,CRES
CRESCENT,CRSENT
CRESCENT,CRSNT
CREST,CRST
CRESWELL,CRESSWELL
CRISTINA,CHRISTINA
CRITTENDEN,CRT
CROSSING,CRSG
CROSSING,CRSSNG
CROSSING,X ING
CROSSING,XING
CROSSING,XNG
CROSSROAD,CROSSRD
CROSSROAD,X ROAD
CROSSROAD,XRD
CROSSROAD,XROAD
CROSSROADS,CROSSRDS
CROSSROADS,X ROADS
CROSSROADS,XRDS
CROSSROADS,XROADS
CURVE,CURV
CUTOFF,CTF
CUTOFF,CUT OFF
DALE,DL
DEKALB,DE KALB
DELIA,DELIE
DEPARTMENT,DEPARTM
DEPARTMENT,DEPARTMNT
DEPARTMENT,DEPT
DEVELOPMENT,DEVELOP
DEVELOPMENT,DEVELOPM
DEVELOPMENT,DEVELOPMEN
DEVELOPMENT,DEVELOPMNT
DEVELOPMENT,DEVELOPMT
DEVELOPMENT,DEVELP
DEVELOPMENT,DEVELPMT
DEVELOPMENT,DEVLMNT
DEVELOPMENT,DEVLPMNT
DEVELOPMENT,DEVLPMT
DEVELOPMENT,DEVMT
DEVELOPMENT,DVLOPMT
DEVELOPMENT,DVLPMNT
DEVELOPMENT,DVLPMT
DIRECTION,DIRCTN
DIVIDE,DV
DIVISION,DIVSN
DRIVE,DRIV
DRIVE,DRV
EAST FALLS,EAST FALL
EDGLEY,EDGELEY
ELLET,ELLETT
ENTRANCE,ENT
ENTRANCE,ENTR
ESTATE,EST
ESTATES,ESTS
EXCHANGE,ECHANGE
EXCHANGE,EXCH
EXECUTIVE,EXEC
EXIT,EXI
EXTENSION,EXT
EXTENSION,EXTEN
EXTENSION,EXTENDED
EXTENSION,EXTN
EXTENSION,EXTNSN
EXTENSIONS,EXTNS
EXTENSIONS,EXTNSNS
EXTENSIONS,EXTS
FACILITY,FACLTY
FACTORY,FCTRY
FAIRMOUNT,FMT
FALLS,FLLS
FALLS,FLS
FARM,FRM
FARRELL,FARRELLS
FEDERAL,FDRL
FEDERAL,FED
FEDERAL,FEDL
FEDERAL,FEDRL
FERRY,FRRY
FIELD,FLD
FIELDS,FLDS
FITZWATER,FTZ
FLAT,FLT
FLATS,FLTS
FLOOR,FLR
FOOT OF,FT OF
FORD,FRD
FORDS,FRDS
FOREIGN,FRGN
FORESTRY,FRSTRY
FORESTS,FRSTS
FORGE,FORG
FORGE,FRG
FORGE,FRGE
FORGES,FORGS
FORGES,FRGES
FORGES,FRGS
FORK,FK
FORK,FRK
FORKS,FRKS
FORT,FRT
FORT,FT
FOUNDRY,FDRY
FOUNDRY,FNDRY
FOUNTAIN,FNTAIN
FOUNTAIN,FNTN
FOUNTAIN,FOUNTN
FOUNTAIN,FTAIN
FRANKFORD,FKD
FRANKLIN D ROOSEVELT,F D R
FRANKLIN D ROOSEVELT,F D ROOSEVELT
FRANKLIN D ROOSEVELT,F ROOSEVELT
FRANKLIN D ROOSEVELT,FDR
FRANKLIN D ROOSEVELT,FRANKLIN DELANO ROOSEVELT
FREEWAY,FREE WAY
FREEWAY,FREEWY
FREEWAY,FREWAY
FREEWAY,FREWY
FREEWAY,FRW
FREEWAY,FRWAY
FREEWAY,FRWY
FREEWAY,FW
FREEWAY,FWY
FRONT,FRNT
FRONT,FRT
FRONT,FRNT
GARDEN,GARDN
GARDEN,GDN
GARDEN,GRDEN
GARDEN,GRDN
GARDENS,GARDNS
GARDENS,GDNS
GARDENS,GRDENS
GARDENS,GRDNS
GATEWAY,GATE WAY
GATEWAY,GATEWY
GATEWAY,GATWAY
GATEWAY,GATWY
GATEWAY,GTWAY
GATEWAY,GTWY
GENERAL,GENL
GEORGE WASHINGTON,G W
GEORGE WASHINGTON,G WASHINGTON
GEORGE WASHINGTON,GEO WASH
GEORGE WASHINGTON,GEO WASHINGTON
GEORGE WASHINGTON,GEORGE W
GERMANTOWN,GRT
GERMANTOWN,GTN
GLEN,GLN
GLENS,GLNS
GOLF COURSE,GC
GOVERNMENT,GOV
GOVERNMENT,GOVERMT
GOVERNMENT,GOVT
GRAVEL,GRAVL
GRAVEL,GRVL
GREAT,GT
GREEN,GRN
GREENS,GRNS
GREENWICH,GREENWICH COAL
GROUND,GRND
GROVE,GROV
GROVE,GRV
GROVES,GROVS
GROVES,GRS
GROVES,GRVS
GUARDIAN,GAURDIAN
HANGER,HNGR
HARBISON,HRB
HARBOR,HAR
HARBOR,HARB
HARBOR,HARBOUR
HARBOR,HARBR
HARBOR,HBR
HARBOR,HRBOR
HARBOR,HRBR
HARBORS,HARBRS
HARBORS,HARBS
HARBORS,HBRS
HARBORS,HRBORS
HAVEN,HAVN
HAVEN,HVN
HAVERFORD,HVR
HEADQUARTERS,HDQS
HEADQUARTERS,HQ
HEADQUARTERS,HQS
HEADQUARTERS,HQTS
HEIGHT,HGT
HEIGHT,HT
HEIGHTS,HGHTS
HEIGHTS,HGTS
HEIGHTS,HIGHTS
HEIGHTS,HTS
HERMITAGE,HRMTG
HICKORY,HCKRY
HIGHLANDS,HGHDS
HILL,HL
HILL,HLL
HILLS,HLS
HISTORICAL,HISTORCL
HISTORICAL,HISTRCL
HOFFNAGLE,HFFN
HOLLOW,HLLW
HOLLOW,HLW
HOLLOW,HOLW
HOLLOWS,HLLWS
HOLLOWS,HLWS
HOLLOWS,HOLWS
HOME,HME
HOSPITAL,HOSP
HOSPITAL,HOSPIT
HOSPITAL,HSPTL
HOUSE,HSE
HUNTINGDON,HNT
INDIANA,INDY
INDUSTRIAL,IND
INDUSTRIAL,INDL
INDUSTRIAL,INDSTRL
INDUSTRIAL,INDUS
INDUSTRIAL,INDUST
INDUSTRIAL,INDUSTRIA
INDUSTRIAL,INDUSTRL
INDUSTRIAL PARK,IND PARK
INDUSTRIAL PARK,IND PK
INDUSTRIAL PARK,INDUSTRIAL PK
INDUSTRY,INDS
INDUSTRY,INDTRY
INFORMATION,INFO
INFORMATION,INFOR
INLET,INLT
INTERCHANGE,INTRCHNG
INTERCONTINENTAL,INTERCON
INTERNATIONAL,INT L
INTERNATIONAL,INTER NATIONAL
INTERNATIONAL,INTERL
INTERNATIONAL,INTERN T
INTERNATIONAL,INTERNAT
INTERNATIONAL,INTERNAT L
INTERNATIONAL,INTERNATI
INTERNATIONAL,INTERNATIO
INTERNATIONAL,INTERNATION
INTERNATIONAL,INTERNATIONA
INTERNATIONAL,INTERNATL
INTERNATIONAL,INTERNATNL
INTERNATIONAL,INTERNL
INTERNATIONAL,INTERNTL
INTERNATIONAL,INTL
INTERNATIONAL,INTNL
INTERNATIONAL,INTRNATL
INTERNATIONAL,INTRNTL
INTERNATIONAL,INTRNTNL
INTERNATIONAL AIRPORT,INT AIRPORT
INTERNATIONAL AIRPORT,INTER AIRPORT
INTERSECTION,INT
INTERSECTION,INTER
INTERSECTION,INTERS
INTERSECTION,INTERSCT
INTERSECTION,INTERSEC
INTERSECTION,INTERSECT
INTERSECTION,INTERSECTN
INTERSECTION,INTRSC
INTERSECTION,INTRSCTN
INTERSECTION,INTRSEC
INTERSECTION,INTRSECTION
INTERSECTION,INTSCN
INTERSECTION,INTSEC
INTERSECTION OF,INT OF
INTERSECTION OF,INTER OF
ISLAND,IS
ISLAND,ISL
ISLAND,ISLND
ISLANDS,ISLNDS
ISLANDS,ISS
JOHN F KENNEDY,J F K
JOHN F KENNEDY,J F KENNEDY
JOHN F KENNEDY,J KENNEDY
JOHN F KENNEDY,JF KENNEDY
JOHN F KENNEDY,JFK
JOHN F KENNEDY,JOHN FITZGERALD KENNEDY
JOHN F KENNEDY,JOHN KENNEDY
JOS KELLY,JOE KELLY
JOS KELLY,JOSEPH KELLY
JUNCTION,JCT
JUNCTION,JCTION
JUNCTION,JCTN
JUNCTION,JNCT
JUNCTION,JNT
JUNCTION,JUNC
JUNCTION,JUNCT
JUNCTION,JUNCTN
JUNCTION,JUNCTON
JUNCTION WITH,JUNCTION W /
JUNCTIONS,JCTIONS
JUNCTIONS,JCTNS
JUNCTIONS,JCTS
JUNCTIONS,JUNCTNS
JUNCTIONS,JUNCTONS
KELLY,JOHN B KELLY
KEYS,KYS
KINGSESSING,KNGS
KNOLL,KNL
KNOLL,KNOL
KNOLLS,KNLS
KNOLLS,KNOLS
KP S,KPS
LAKE,LK
LAKE,LKE
LAKES,LKES
LAKES,LKS
LANCASTER,LNC
LANDING,LNDG
LANDING,LNDNG
LANDMARK,LNDMRK
LANE,LNE
LANES,LNS
LARUE,LA RUE
LATERAL,LTRL
LIBERTY,LBRTY
LIBERTY,LIBTY
LIBRARY,LBRRY
LIBRARY,LBRY
LIBRARY,LIBRAR
LIBRARY,LIBRY
LIGHT,LGHT
LIGHT,LGT
LIGHTS,LGTS
LINDBERGH,LNDB
LOAF,LF
LOBBY,LBBY
LOCHWOOD,LOCKWOOD
LOCHWOOD,LOCKWOOD
LOCKS,LCKS
LODGE,LDG
LODGE,LDGE
LODGE,LODG
LOOP,LP
LOOPS,LPS
LOT,LT
LOWER,LOWR
LOWER,LWR
MAINTENANCE,MAINT
MAJOR,MJR
MANOR,MNR
MANORS,MNRS
MARATHON,MRTHN
MARINA,MRNA
MARINE,MRNE
MARKET,MKT
MARKET,MKT
MARKET,MRKT
MARTIN LUTHER KING JR,DOCTOR KING
MARTIN LUTHER KING JR,DR M L KING
MARTIN LUTHER KING JR,DR M L KING JR
MARTIN LUTHER KING JR,DR MARTIN L KING
MARTIN LUTHER KING JR,DR MARTIN L KING JR
MARTIN LUTHER KING JR,DR MARTIN LUTHER KING
MARTIN LUTHER KING JR,DR MARTIN LUTHER KING JR
MARTIN LUTHER KING JR,M L K
MARTIN LUTHER KING JR,M L K JR
MARTIN LUTHER KING JR,M L KING
MARTIN LUTHER KING JR,M L KING JR
MARTIN LUTHER KING JR,MARTIN KING
MARTIN LUTHER KING JR,MARTIN KINGS
MARTIN LUTHER KING JR,MARTIN L KING
MARTIN LUTHER KING JR,MARTIN L KING JR
MARTIN LUTHER KING JR,MARTIN LUGHER KING
MARTIN LUTHER KING JR,MARTIN LUTHER K
MARTIN LUTHER KING JR,MARTIN LUTHER KI
MARTIN LUTHER KING JR,MARTIN LUTHER KIN
MARTIN LUTHER KING JR,MARTIN LUTHER KING
MARTIN LUTHER KING JR,MARTIN LUTHER KING J
MARTIN LUTHER KING JR,MARTIN LUTHER KING JR
MARTIN LUTHER KING JR,ML KING
MARTIN LUTHER KING JR,ML KING JR
MARTIN LUTHER KING JR,MLK
MARTIN LUTHER KING JR,MLK JR
MASCHER,MASHER
MC FERRAN,MCFERRAN
MEADOW,MDW
MEADOW,MEDOW
MEADOWS,MDWS
MEADOWS,MEDOWS
MEDICAL,MDCL
MEDICAL,MEDCL
MEDICAL,MEDL
MEETING,MTNG
MEMORIAL,MEM
MEMORIAL,MEML
MEMORIAL,MEMRL
MERCHANT,MCHNT
MERCHANT,MRCHNT
MIDIS,MIDAS
MIDTOWN,MDTWN
MIDWAY,MDWY
MIDWEST,MDWST
MIDWEST,MIDWST
MIDWESTERN,MDWSTRN
MILE,MLE
MILES,MIL
MILES,MIS
MILES,MLES
MILITARY,MILIT
MILITARY,MLTARY
MILITARY,MLTRY
MILL,ML
MINERAL,MNRL
MINING,MINNG
MISSION,MISSN
MISSION,MSN
MISSION,MSSN
MONTGOMERY,MNTG
MONTGOMERY,MONTGMY
MONUMENT,MNMT
MONUMENT,MONU
MOREDUN,MOREDON
MOTORWAY,MOTOR WAY
MOTORWAY,MOTORWY
MOTORWAY,MTR WAY
MOTORWAY,MTRWAY
MOTORWAY,MTRWY
MOTORWAY,MTWY
MOUNTAIN,MNTAIN
MOUNTAIN,MNTN
MOUNTAIN,MOUNTIN
MOUNTAIN,MTIN
MOUNTAIN,MTN
MOUNTAINS,MNTAINS
MOUNTAINS,MNTNS
MOUNTAINS,MOUNTINS
MOUNTAINS,MTINS
MOUNTAINS,MTNS
MUHFELD,MUHLFELD
MUNICIPAL,MNCPL
MUNICIPAL,MUN
MUNICIPAL,MUNI
MUNICIPALITY,MNCPLTY
MURDOCH,MURDOCK
NATIONAL,NAT L
NATIONAL,NATL
ND FLOOR,ND FL
NEAR,NR
NECK,NCK
NEXT,NXT
NORTH,NOR
NORTHERN,NTHRN
NORTHSIDE,NRTHSD
NUMBER,NBR
NUMBER,NUM
OFF RAMP,OFFRAMP
OFFICE,OFC
OFFICE,OFCE
OFFICE,OFFC
OKLAHOMA,OKLA
OLD YORK,OYR
ON RAMP,ONRAMP
OPPOSITE,OPPOS
ORCHARD,ORCH
ORCHARD,ORCHRD
ORIENTAL,ORNTL
OSBORN,OSBORNE
OUTLET,OTLT
OUTLET,OUTL
OUTLET,OUTLT
OVAL,OV
OVAL,OVL
OVERBROOK,OVR
OVERLOOK,OVLK
OVERPASS,OPAS
OVERPASS,OVER PASS
OVERPASS,OVERPS
OVERPASS,OVPS
OVERPASS,OVRPS
PARISH ROAD,PAR ROAD
PARK,PK
PARK,PRK
PARKING,PKG
PARKING,PRKG
PARKWAY,PARK WAY
PARKWAY,PARKWY
PARKWAY,PK WAY
PARKWAY,PKW
PARKWAY,PKWA
PARKWAY,PKWAY
PARKWAY,PKWY
PARKWAY,PKY
PARKWAY,PRKWAY
PARKWAY,PRKWY
PARKWAY,PRKY
PARKWAY,PRWY
PARKWAY,PWY
PARKWAYS,PARK WAYS
PARKWAYS,PARKWYS
PARKWAYS,PKWAYS
PARKWAYS,PKWS
PARKWAYS,PKWYS
PARKWAYS,PKYS
PASEO,PSO
PASSAGE,PASSGE
PASSAGE,PSGE
PASSAGE,PSSG
PASTORIUS,PST
PATH,PTH
PENNSYLVANIA,PA
PENNSYLVANIA TURNPIKE,PENN TURNPIKE
PHILADELPHIA,PHILA
PHILADELPHIA,PHILLY
PIKE,PKE
PINE,PNE
PINES,PNES
PLACE,PLC
PLAIN,PLN
PLAINS,PLNS
PLANT,PLNT
PLAZA,PLZ
PLAZA,PLZA
PLEASANT,PLEAS
PLEASANT,PLSNT
POINT,PNT
POINT BREEZE,PTB
POINTS,PNTS
PORT,PRT
PORTS,PRTS
POSTAL,PSTL
PRAIRIE,PRR
PRESIDENTIAL,PRS
QUARTER,QTR
RADIAL,RAD
RADIAL,RADIEL
RADIAL,RADL
RAILROAD,RAIL ROAD
RAILROAD,RAILRAOD
RAILROAD,RAILROA
RAILWAY,RLWY
RAINEY,RAENEY
RAINEY,RAINEYS
RAMP,RMP
RANCH,RNCH
RANCHES,RNCHS
RAPID,RPD
RAPIDS,RPDS
RD FLOOR,RD FL
RECREATION,RCRTN
RECREATION,REC
RECREATIONAL,RCRTNL
RECREATIONAL,RECCRTL
RENTAL,RNTL
RESIDENCE,RES
RESIDENT,RSDNT
REST,RST
RETIREMENT,RTRMNT
RFD,RURAL FREE DELIVERY
RIDGE,RDG
RIDGE,RDGE
RIDGES,RDGES
RIDGES,RDGS
RITTENHOUSE,RTNHSE
RITTENHOUSE,RTT
RITTENHOUSE,RTTHSE
RIVER,RIV
RIVER,RIVR
RIVER,RVR
ROAD,RAOD
ROAD,RD
ROADS,RDS
ROADWAY,RDWY
ROBERT,ROBT
ROBERT F KENNEDY,BOB KENNEDY
ROBERT F KENNEDY,BOBBY K
ROBERT F KENNEDY,BOBBY KENNEDY
ROBERT F KENNEDY,R F K
ROBERT F KENNEDY,R F KENNEDY
ROBERT F KENNEDY,RFK
ROBERT F KENNEDY,ROBERT KENNEDY
ROOM,RM
ROOSEVELT,RSVLT
SAINT MALACHYS,SAINT MALACHY
SAN,SN
SANSOM,SAMSON
SCHOOL,SCH
SCHOOL,SCHL
SCHUYLKILL,SCHUYKILL
SEDGWICK,SEDGEWICK
SERGEANT,SGT
SERGEANT,SGT
SERVICE,SERV
SERVICE,SRV
SERVICE,SRVC
SERVICE,SVC
SERVICE,SVCE
SERVICE ROAD,SERVRD
SERVICE ROAD,SERVROAD
SERVICE ROAD,SRVCRD
SERVICE ROAD,SRVCROAD
SERVICE ROAD,SRVRD
SERVICE ROAD,SRVROAD
SERVICE ROAD,SVCERD
SERVICE ROAD,SVCEROAD
SERVICE ROAD,SVCRD
SERVICE ROAD,SVCROAD
SERVICES,SVCS
SHELBOURNE,SHELBORNE
SHERIFF,SHERIF
SHIPPING,SHIPG
SHIPPING,SHPNG
SHOAL,SHL
SHOALS,SHLS
SHOPPING,SHOPG
SHOPPING,SHPG
SHORE,SHOAR
SHORE,SHR
SHORES,SHOARS
SHORES,SHRS
SKYWAY,SKWY
SOUTHERN,STHRN
SOUTHSIDE,STHSD
SPACE,SPC
SPRING,SPG
SPRING,SPNG
SPRING,SPR
SPRING,SPRG
SPRING,SPRNG
SPRING GARDEN,SPR GARDEN
SPRING GARDEN,SPRGN
SPRING GARDEN,SPRINGDN
SPRINGS,SPGS
SPRINGS,SPNGS
SPRINGS,SPRGS
SPRINGS,SPRNGS
SQUARE,SQ
SQUARE,SQR
SQUARE,SQRE
SQUARE,SQU
SQUARES,SQRES
SQUARES,SQRS
SQUARES,SQS
ST FLOOR,ST FL
STATE FOREST,ST FOREST
STATE LINE,ST LINE
STATE PARK,ST PARK
STATE UNIVERSITY,ST UNIVERSITY
STATION,STA
STATION,STATN
STATION,STN
STENTON,STEN
STREAM,STREME
STREAM,STRM
STREET,STEET
STREET,STR
STREET,STRET
STREET,STRT
STREET SPUR,ST SPUR
STREETS,STS
SUBDIVISION,SUBD
SUMMIT,SMT
SUMMIT,SUMIT
SUMMIT,SUMITT
SUSQUEHANNA,QUEHANNA
SUSQUEHANNA,SUSKI
SUSQUEHANNA,SUSKY
SUSQUEHANNA,SUSQ
TAVERN,TRVN
TECHNOLOGY,TCHNLGY
TECHNOLOGY,TECHLGY
TECHNOLOGY,TECHNOL
TENNESSEE,TENN
TERMINAL,TRMNL
TERRACE,TER
TERRACE,TERR
TERRACE,TRC
TH FLOOR,TH FL
THOMPSON,THMP
THROUGHWAY,THROUGH WAY
THROUGHWAY,THROUGHWY
THROUGHWAY,THRU WAY
THROUGHWAY,THRUWAY
THROUGHWAY,THRUWY
THROUGHWAY,THWY
THROUGHWAY,TRWY
TIMBER,TMBR
TOHOPEKA,TOHOPAKA
TOLL ROAD,TL ROAD
TOLL ROAD,TOLL WAY
TOLL ROAD,TOLLROAD
TOLL ROAD,TOLLWAY
TOWER,TWR
TOWERS,TWRS
TOWN,TWN
TOWNHOUSE,TOWNHSE
TOWNHOUSE,TWNHOUSE
TOWNHOUSE,TWNHSE
TOWNSHIP,TNSP
TOWNSHIP,TWNSP
TOWNSHIP,TWP
TOWNSHIP,TWSHP
TOWNSHIP,TWSP
TRACE,TRCE
TRACES,TRCES
TRACK,TRAK
TRACK,TRK
TRACKS,TRAKS
TRAFFICWAY,TFWY
TRAFFICWAY,TRAFFIC WAY
TRAFFICWAY,TRAFFICWY
TRAFFICWAY,TRFY
TRAIL,TR
TRAIL,TRL
TRAILER,TRLR
TRAILER PARK,TR PK
TRAILER PARK,TRAIL PARK
TRAILER PARK,TRAILER PK
TRAILERS,TRLRS
TRAILS,TRLS
TRANSIT,TRNST
TRANSPORT,TRNSPRT
TRANSPORT,TRNSPT
TRANSPORTATION,TRANSP
TRANSPORTATION,TRNSP
TRANSPORTATION,TRNSPRTN
TRANSPORTATION,TRNSPTN
TREATMENT,TRTMNT
TREATMENT,TRTMT
TRUCK,TRCK
TRUNK,TRNK
TUNNEL,TUNEL
TUNNEL,TUNL
TUNNEL,TUNNL
TUNNELS,TUNELS
TUNNELS,TUNLS
TUNNELS,TUNNLS
TURN AT,T / A
TURNPIKE,TNPIKE
TURNPIKE,TNPK
TURNPIKE,TNPKE
TURNPIKE,TPK
TURNPIKE,TPKE
TURNPIKE,TRNPK
TURNPIKE,TRNPKE
TURNPIKE,TRPK
TURNPIKE,TURN PARK
TURNPIKE,TURN PIKE
TURNPIKE,TURN PK
TURNPIKE,TURNPI
TURNPIKE,TURNPK
ULYSSES S GRANT,U S GRANT
ULYSSES S GRANT,ULYSSES GRANT
ULYSSES S GRANT,US GRANT
UNDERPASS,UNDER PASS
UNDERPASS,UNP
UNDERPASS,UPAS
UNIVERSITY,UNIV
UNIVERSITY,UNV
UPPER,UPPR
USA,U S A
VALLEY,VALL
VALLEY,VALLY
VALLEY,VLEY
VALLEY,VLLY
VALLEY,VLY
VALLEYS,VALLIES
VALLEYS,VALLYS
VALLEYS,VLLYS
VALLEYS,VLYS
VETERANS,VETRANS
VIADUCT,VDCT
VIADUCT,VIADCT
VIEW,VW
VIEWS,VWS
VILLAGE,VIL
VILLAGE,VILL
VILLAGE,VILLAG
VILLAGE,VILLG
VILLAGE,VILLIAGE
VILLAGE,VLG
VILLAGE,VLGE
VILLAGES,VLGS
VISTA,VIS
VISTA,VIST
VISTA,VST
VISTA,VSTA
VOGDES,VODGES
VOGDES,VODGES
WADSWORTH,WDS
WALKWAY,WLKWY
