CREEK,CK,CRK,0
CLUB,CLB,CLB,1
CLIFF,CLF,CLF,1
CLIFFS,CLFS,CLFS,1
CLIFF,CLIFF,CLF,0
CLIFFS,CLIFFS,CLFS,0
CLUB,CLUB,CLB,0
COMMON,CMN,CMN,1
COMMONS,CMNS,CMNS,1
CAMP,CMP,CP,0
CENTER,CNTER,CTR,0
CENTER,CNTR,CTR,0
CANYON,CNYN,CYN,0
COMMON,COM,CMN,0
COMMON,COMM,CMN,0
COMMON,COMMON,CMN,0
COMMONS,COMMONS,CMNS,0
COMMONS,COMMS,CMNS,0
COMMONS,COMS,CMNS,0
CORNER,COR,COR,1
CORNER,CORNER,COR,0
CORNERS,CORNERS,CORS,0
CORNERS,CORS,CORS,1
COURSE,COURSE,CRSE,0
COURT,COURT,CT,0
COURTS,COURTS,CTS,0
COVE,COVE,CV,0
COVES,COVES,CVS,0
CAMP,CP,CP,1
CAPE,CPE,CPE,1
CREEK,CR,CRK,0
CIRCLE,CRCL,CIR,0
CIRCLE,CRCLE,CIR,0
CRESCENT,CRECENT,CRES,0
CREEK,CREEK,CRK,0
CRESCENT,CRES,CRES,1
CRESCENT,CRESCENT,CRES,0
CRESCENT,CRESENT,CRES,0
CREST,CREST,CRST,0
CREEK,CRK,CRK,1
CROSSING,CROSSING,XING,0
CROSSROAD,CROSSROAD,XRD,0
CRESCENT,CRSCNT,CRES,0
COURSE,CRSE,CRSE,1
CRESCENT,CRSENT,CRES,0
CROSSING,CRSG,XING,0
CRESCENT,CRSNT,CRES,0
CROSSING,CRSSING,XING,0
CROSSING,CRSSNG,XING,0
CREST,CRST,CRST,1
COURT,CRT,CT,0
CAUSEWAY,CSWY,CSWY,1
COURT,CT,CT,1
CENTER,CTR,CTR,1
CENTERS,CTRS,CTRS,1
COURTS,CTS,CTS,1
CURVE,CURV,CURV,1
CURVE,CURVE,CURV,0
COVE,CV,CV,1
COVES,CVS,CVS,1
CANYON,CYN,CYN,1
DALE,DALE,DL,0
DAM,DAM,DM,0
DRIVE,DDR,DR,0
DIVIDE,DIV,DV,0
DIVIDE,DIVIDE,DV,0
DALE,DL,DL,1
DAM,DM,DM,1
DRIVE,DR,DR,1
DRAW,DRAW,DRAW,1,$
DRIVE,DRIV,DR,0
DRIVE,DRIVE,DR,0
DRIVES,DRIVES,DRS,0
DRIVES,DRS,DRS,1
DRIVE,DRV,DR,0
DRIVE,DRW,DR,0,$
DIVIDE,DV,DV,1
DIVIDE,DVD,DV,0
ESTATE,EST,EST,1
ESTATE,ESTATE,EST,0
ESTATES,ESTATES,ESTS,0
ESTATES,ESTS,ESTS,1
EXPRESSWAY,EXP,EXPY,0
EXPRESSWAY,EXPR,EXPY,0
EXPRESSWAY,EXPRESS,EXPY,0
EXPRESSWAY,EXPRESSWAY,EXPY,0
EXPRESSWAY,EXPW,EXPY,0
EXPRESSWAY,EXPY,EXPY,1
EXTENSION,EXT,EXT,1
EXTENSION,EXTENSION,EXT,0
EXTENSIONS,EXTENSIONS,EXTS,0
EXTENSION,EXTN,EXT,0
EXTENSION,EXTNSN,EXT,0
EXTENSIONS,EXTS,EXTS,1
EXPRESSWAY,EXWY,EXPY,0
FALL,FALL,FALL,1
FALLS,FALLS,FLS,0
FERRY,FERRY,FRY,0
FIELD,FIELD,FLD,0
FIELDS,FIELDS,FLDS,0
FLAT,FLAT,FLT,0
FLATS,FLATS,FLTS,0
FIELD,FLD,FLD,1
FIELDS,FLDS,FLDS,1
FALLS,FLS,FLS,1
FLAT,FLT,FLT,1
FLATS,FLTS,FLTS,1
FORD,FORD,FRD,0
FORDS,FORDS,FRDS,0
FOREST,FOREST,FRST,0
FOREST,FORESTS,FRST,0
FORGE,FORG,FRG,0
FORGE,FORGE,FRG,0
FORGES,FORGES,FRGS,0
FORK,FORK,FRK,0
FORKS,FORKS,FRKS,0
FORT,FORT,FT,0
FORD,FRD,FRD,1
FORDS,FRDS,FRDS,1
FREEWAY,FREEWAY,FWY,0
FREEWAY,FREEWY,FWY,0
FORGE,FRG,FRG,1
FORGES,FRGS,FRGS,1
FORK,FRK,FRK,1
FORKS,FRKS,FRKS,1
FERRY,FRRY,FRY,0
FOREST,FRST,FRST,1
FORT,FRT,FT,0
FREEWAY,FRWAY,FWY,0
FREEWAY,FRWY,FWY,0
FERRY,FRY,FRY,1
FORT,FT,FT,1
FREEWAY,FWY,FWY,1
GARDEN,GARDEN,GDN,0
GARDENS,GARDENS,GDNS,0
GARDEN,GARDN,GDN,0
GATEWAY,GATEWAY,GTWY,0
GATEWAY,GATEWY,GTWY,0
GATEWAY,GATWAY,GTWY,0
GARDEN,GDN,GDN,1
GARDENS,GDNS,GDNS,1
GLEN,GLEN,GLN,0
GLENS,GLENS,GLNS,0
GLEN,GLN,GLN,1
GLENS,GLNS,GLNS,1
GARDEN,GRDEN,GDN,0
GARDEN,GRDN,GDN,0
GARDENS,GRDNS,GDNS,0
GREEN,GREEN,GRN,0
GREENS,GREENS,GRNS,0
GREEN,GRN,GRN,1
GREENS,GRNS,GRNS,1
GROVE,GROV,GRV,0
GROVE,GROVE,GRV,0
GROVES,GROVES,GRVS,0
GROVE,GRV,GRV,1
GROVES,GRVS,GRVS,1
GATEWAY,GTWAY,GTWY,0
GATEWAY,GTWY,GTWY,1
HARBOR,HARB,HBR,0
HARBOR,HARBOR,HBR,0
HARBORS,HARBORS,HBRS,0
HARBOR,HARBR,HBR,0
HAVEN,HAVEN,HVN,0
HAVEN,HAVN,HVN,0
HARBOR,HBR,HBR,1
HARBORS,HBRS,HBRS,1
HEIGHTS,HEIGHT,HTS,0
HEIGHTS,HEIGHTS,HTS,0
HEIGHTS,HGTS,HTS,0
HIGHWAY,HGWY,HWY,0
HIGHWAY,HIGHWAY,HWY,0
HIGHWAY,HIGHWY,HWY,0
HILL,HILL,HL,0
HILLS,HILLS,HLS,0
HILLS,HILS,HLS,0
HIGHWAY,HIWAY,HWY,0
HIGHWAY,HIWY,HWY,0
HILL,HL,HL,1
HOLLOW,HLLW,HOLW,0
HILLS,HLS,HLS,1
HOLLOW,HLW,HOLW,0,$
HOLLOW,HOLLOW,HOLW,0
HOLLOW,HOLLOWS,HOLW,0
HOLLOW,HOLW,HOLW,1
HOLLOW,HOLWS,HOLW,0
HARBOR,HRB,HBR,0
HARBOR,HRBOR,HBR,0
HEIGHTS,HT,HTS,0
HEIGHTS,HTS,HTS,1
HAVEN,HVN,HVN,1
HIGHWAY,HWAY,HWY,0
HIGHWAY,HWY,HWY,1
INLET,INLET,INLT,0
INLET,INLT,INLT,1
ISLAND,IS,IS,1
ISLAND,ISLAND,IS,0
ISLANDS,ISLANDS,ISS,0
ISLE,ISLE,ISLE,1
ISLE,ISLES,ISLE,0
ISLAND,ISLND,IS,0
ISLANDS,ISLNDS,ISS,0
ISLANDS,ISS,ISS,1
JUNCTION,JCT,JCT,1
JUNCTION,JCTION,JCT,0
JUNCTION,JCTN,JCT,0
JUNCTIONS,JCTNS,JCTS,0
JUNCTIONS,JCTS,JCTS,1
JUNCTION,JUNCTION,JCT,0
JUNCTIONS,JUNCTIONS,JCTS,0
JUNCTION,JUNCTN,JCT,0
JUNCTION,JUNCTON,JCT,0
KEY,KEY,KY,0
KEYS,KEYS,KYS,0
KNOLL,KNL,KNL,1
KNOLLS,KNLS,KNLS,1
KNOLL,KNOL,KNL,0
KNOLL,KNOLL,KNL,0
KNOLLS,KNOLLS,KNLS,0
KEY,KY,KY,1
KEYS,KYS,KYS,1
LANE,LA,LN,0
LAKE,LAKE,LK,0
LAKES,LAKES,LKS,0
LAND,LAND,LAND,1
LANDING,LANDING,LNDG,0
LANE,LANE,LN,0
LANE,LANES,LN,0
LOCK,LCK,LCK,1
LOCKS,LCKS,LCKS,1
LODGE,LDG,LDG,1
LODGE,LDGE,LDG,0
LOAF,LF,LF,1
LIGHT,LGT,LGT,1
LIGHTS,LGTS,LGTS,1
LIGHT,LIGHT,LGT,0
LIGHTS,LIGHTS,LGTS,0
LAKE,LK,LK,1
LAKES,LKS,LKS,1
LANE,LLN,LN,0,$
LANE,LN,LN,1
LANDING,LNDG,LNDG,1
LANDING,LNDNG,LNDG,0
LANE,LNLN,LN,0,$
LOAF,LOAF,LF,0
LOCK,LOCK,LCK,0
LOCKS,LOCKS,LCKS,0
LODGE,LODG,LDG,0
LODGE,LODGE,LDG,0
LOOP,LOOP,LOOP,1
LOOP,LOOPS,LOOP,0
LOOP,LP,LOOP,0
MALL,MAL,MALL,0,$
MALL,MALL,MALL,1
MANOR,MANOR,MNR,0
MANORS,MANORS,MNRS,0
MEADOW,MDW,MDW,1
MEADOWS,MDWS,MDWS,1
MEADOW,MEADOW,MDW,0
MEADOWS,MEADOWS,MDWS,0
MEADOWS,MEDOWS,MDWS,0
MEWS,MEWS,MEWS,1
MILL,MILL,ML,0
MILLS,MILLS,MLS,0
MISSION,MISSION,MSN,0
MISSION,MISSN,MSN,0
MILL,ML,ML,1
MILLS,MLS,MLS,1
MANOR,MNR,MNR,1
MANORS,MNRS,MNRS,1
MOUNT,MNT,MT,0
MOUNTAIN,MNTAIN,MTN,0
MOUNTAIN,MNTN,MTN,0
MOUNTAINS,MNTNS,MTNS,0
MOTORWAY,MOTORWAY,MTWY,0
MOUNT,MOUNT,MT,0
MOUNTAIN,MOUNTAIN,MTN,0
MOUNTAINS,MOUNTAINS,MTNS,0
MOUNTAIN,MOUNTIN,MTN,0
MISSION,MSN,MSN,1
MISSION,MSSN,MSN,0
MOUNT,MT,MT,1
MOUNTAIN,MTIN,MTN,0
MOUNTAIN,MTN,MTN,1
MOUNTAINS,MTNS,MTNS,1
MOTORWAY,MTWY,MTWY,1
MOTORWAY,MTYW,MTWY,0
NECK,NCK,NCK,1
NECK,NECK,NCK,0
OVERPASS,OPAS,OPAS,1
ORCHARD,ORCH,ORCH,1
ORCHARD,ORCHARD,ORCH,0
ORCHARD,ORCHRD,ORCH,0
OVAL,OVAL,OVAL,1
OVERPASS,OVERPASS,OPAS,0
OVAL,OVL,OVAL,0
OVERPASS,OVPS,OPAS,0,
PARK,PARK,PARK,1
PARKS,PARKS,PARK,0
PARKWAY,PARKWAY,PKWY,0
PARKWAYS,PARKWAYS,PKWY,0
PARKWAY,PARKWY,PKWY,0
PASS,PASS,PASS,1
PASSAGE,PASSAGE,PSGE,0
PATH,PATH,PATH,1
PATH,PATHS,PATH,0
PIKE,PIKE,PIKE,1
PIKE,PIKES,PIKE,0
PINE,PINE,PNE,0
PINES,PINES,PNES,0
PARK,PK,PARK,0
PIKE,PKE,PIKE,0
PARKWAY,PKWAY,PKWY,0
PARKWAY,PKWY,PKWY,1
PARKWAYS,PKWYS,PKWY,0
PARKWAY,PKY,PKWY,0
PLACE,PL,PL,1
PLACE,PLACE,PL,0
PLAIN,PLAIN,PLN,0
PLAINS,PLAINES,PLNS,0
PLAINS,PLAINS,PLNS,0
PLAZA,PLAZA,PLZ,0
PLAIN,PLN,PLN,1
PLAINS,PLNS,PLNS,1
PLAZA,PLZ,PLZ,1
PLAZA,PLZA,PLZ,0
PINE,PNE,PNE,1
PINES,PNES,PNES,1
POINT,POINT,PT,0
POINTS,POINTS,PTS,0
PORT,PORT,PRT,0
PORTS,PORTS,PRTS,0
PRAIRIE,PR,PR,1
PRAIRIE,PRAIRIE,PR,0
PRAIRIE,PRARIE,PR,0
PARK,PRK,PARK,0
PRAIRIE,PRR,PR,0
PORT,PRT,PRT,1
PORTS,PRTS,PRTS,1
PASSAGE,PSGE,PSGE,1
POINT,PT,PT,1
POINT,PTE,PT,0
POINTS,PTS,PTS,1
PARKWAY,PWY,PKWY,0
RADIAL,RAD,RADL,0
RADIAL,RADIAL,RADL,0
RADIAL,RADIEL,RADL,0
RADIAL,RADL,RADL,1
RAMP,RAMP,RAMP,1
RANCH,RANCH,RNCH,0
RANCH,RANCHES,RNCH,0
RAPID,RAPID,RPD,0
RAPIDS,RAPIDS,RPDS,0
ROAD,RD,RD,1
RIDGE,RDG,RDG,1
RIDGE,RDGE,RDG,0
RIDGES,RDGS,RDGS,1
ROADS,RDS,RDS,1
REST,REST,RST,0
RIDGE,RIDGE,RDG,0
RIDGES,RIDGES,RDGS,0
RIVER,RIV,RIV,1
RIVER,RIVER,RIV,0
RIVER,RIVR,RIV,0
RANCH,RNCH,RNCH,1
RANCH,RNCHS,RNCH,0
ROAD,ROAD,RD,0
ROADS,ROADS,RDS,0
ROUTE,ROUTE,RTE,0
ROW,ROW,ROW,1
RAPID,RPD,RPD,1
RAPIDS,RPDS,RPDS,1
REST,RST,RST,1
ROUTE,RTE,RTE,1
RUE,RUE,RUE,1
RUN,RUN,RUN,1
RIVER,RVR,RIV,0
SHOAL,SHL,SHL,1
SHOALS,SHLS,SHLS,1
SHOAL,SHOAL,SHL,0
SHOALS,SHOALS,SHLS,0
SHORE,SHOAR,SHR,0
SHORES,SHOARS,SHRS,0
SHORE,SHORE,SHR,0
SHORES,SHORES,SHRS,0
SHORE,SHR,SHR,1
SHORES,SHRS,SHRS,1
SKYWAY,SKWY,SKWY,1
SKYWAY,SKYWAY,SKWY,0
SUMMIT,SMT,SMT,1
SPRING,SPG,SPG,1
SPRINGS,SPGS,SPGS,1
SPRING,SPNG,SPG,0
SPRINGS,SPNGS,SPGS,0
SPRING,SPRING,SPG,0
SPRINGS,SPRINGS,SPGS,0
SPRING,SPRNG,SPG,0
SPRINGS,SPRNGS,SPGS,0
SPUR,SPUR,SPUR,1
SPURS,SPURS,SPUR,0
SQUARE,SQ,SQ,1
SQUARE,SQR,SQ,0
SQUARE,SQRE,SQ,0
SQUARES,SQRS,SQS,0
SQUARES,SQS,SQS,1
SQUARE,SQU,SQ,0
SQUARE,SQUARE,SQ,0
SQUARES,SQUARES,SQS,0
STREET,ST,ST,1
STATION,STA,STA,1
STATION,STAT,STA,0
STATION,STATION,STA,0
STATION,STATN,STA,0
STATION,STN,STA,0
STREET,STR,ST,0
STRAVENUE,STRA,STRA,1
STRAVENUE,STRAV,STRA,0
STRAVENUE,STRAVE,STRA,0
STRAVENUE,STRAVEN,STRA,0
STRAVENUE,STRAVENUE,STRA,0
STRAVENUE,STRAVN,STRA,0
STREAM,STREAM,STRM,0
STREET,STREET,ST,0
STREETS,STREETS,STS,0
STREAM,STREME,STRM,0
STREET,STRET,ST,0
STREAM,STRM,STRM,1
STREET,STRT,ST,0
STRAVENUE,STRVN,STRA,0
STRAVENUE,STRVNUE,STRA,0
STREETS,STS,STS,1
SUMMIT,SUMIT,SMT,0
SUMMIT,SUMITT,SMT,0
SUMMIT,SUMMIT,SMT,0
TERRACE,TER,TER,1
TERRACE,TERR,TER,0
TERRACE,TERRACE,TER,0
TRAFFICWAY,TFWY,TRFY,0
THROUGHWAY,THROUGHWAY,TRWY,0
THROUGHWAY,THWY,TRWY,0,
TURNPIKE,TNPK,TPKE,0,$
TURNPIKE,TPK,TPKE,0
TURNPIKE,TPKE,TPKE,1
TRAIL,TR,TRL,0
TRACE,TRACE,TRCE,0
TRACE,TRACES,TRCE,0
TRACK,TRACK,TRAK,0
TRACK,TRACKS,TRAK,0
TRAFFICWAY,TRAFFICWAY,TRFY,0
TRAIL,TRAIL,TRL,0
TRAIL,TRAILS,TRL,0
TRACK,TRAK,TRAK,1
TRACE,TRC,TRCE,0
TRACE,TRCE,TRCE,1
TRAFFICWAY,TRFY,TRFY,1
TRACK,TRK,TRAK,0
TRACK,TRKS,TRAK,0
TRAIL,TRL,TRL,1
TRAIL,TRLS,TRL,0
TURNPIKE,TRNPK,TPKE,0
TURNPIKE,TRPK,TPKE,0
THROUGHWAY,TRWY,TRWY,1
TUNNEL,TUN,TUNL,0
TUNNEL,TUNEL,TUNL,0
TUNNEL,TUNL,TUNL,1
TUNNEL,TUNLS,TUNL,0
TUNNEL,TUNNEL,TUNL,0
TUNNEL,TUNNELS,TUNL,0
TUNNEL,TUNNL,TUNL,0
TURNPIKE,TURN,TPKE,0
TURNPIKE,TURNPIKE,TPKE,0
TURNPIKE,TURNPK,TPKE,0
UNION,UN,UN,1
UNDERPASS,UNDERPASS,UPAS,0
UNION,UNION,UN,0
UNIONS,UNIONS,UNS,0
UNDERPASS,UNP,UPAS,0,
UNIONS,UNS,UNS,1
UNDERPASS,UPAS,UPAS,1
VALLEY,VALLEY,VLY,0
VALLEYS,VALLEYS,VLYS,0
VALLEY,VALLY,VLY,0
VIADUCT,VDCT,VIA,0
VIADUCT,VIA,VIA,1
VIADUCT,VIADCT,VIA,0
VIADUCT,VIADUCT,VIA,0
VIEW,VIEW,VW,0
VIEWS,VIEWS,VWS,0
VILLAGE,VILL,VLG,0
VILLAGE,VILLAG,VLG,0
VILLAGE,VILLAGE,VLG,0
VILLAGES,VILLAGES,VLGS,0
VILLE,VILLE,VL,0
VILLAGE,VILLG,VLG,0
VILLAGE,VILLIAGE,VLG,0
VISTA,VIS,VIS,1
VISTA,VIST,VIS,0
VISTA,VISTA,VIS,0
VILLE,VL,VL,1
VILLAGE,VLG,VLG,1
VILLAGES,VLGS,VLGS,1
VALLEY,VLLY,VLY,0
VALLEY,VLY,VLY,1
VALLEYS,VLYS,VLYS,1
VISTA,VST,VIS,0
VISTA,VSTA,VIS,0
VIEW,VW,VW,1
VIEWS,VWS,VWS,1
WALK,WALK,WALK,1
WALKS,WALKS,WALK,0
WALL,WALL,WALL,1
WAY,WAY,WAY,1
WAYS,WAYS,WAYS,1
WELL,WELL,WL,0
WELLS,WELLS,WLS,0
WALKS,WK,WALK,0
WELL,WL,WL,1
WELLS,WLS,WLS,1
WAY,WY,WAY,0
CROSSING,XING,XING,1
CROSSING,XNG,XING,0
CROSSROAD,XRD,XRD,1
